INSTITUICAO_ENSINO_ALUNO_2020,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021,FASE_2022,TURMA_2022,ANO_INGRESSO_2022,BOLSISTA_2022,INDE_2022,CG_2022,CF_2022,CT_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,NOTA_PORT_2022,NOTA_MAT_2022,NOTA_ING_2022,QTD_AVAL_2022,IPP_2022,REC_AVA_1_2022,REC_AVA_2_2022,REC_AVA_3_2022,REC_AVA_4_2022,INDICADO_BOLSA_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022,NIVEL_IDEAL_2022
,ALUNO-1057,,,,,,,,,,,,,,,,,,3,L,Escola Pública,Ingressante,Ametista,7.494,8.3,5.6,7.5,5.8,8.3,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9,10,Nível 3 (7o e 8o ano),0,3,M,2021,Não,6.42735457246377,656,85,6,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,6.84510869565217,7.5,5.16666666666667,4.66666666666667,5.83333333333333,5,4,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,Não,5.9583275,5,Fase 4 (9º ano)
,ALUNO-1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,M,2022,Não,7.76351165656566,213,33,1,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.00002,8.69949494949495,7.5,7.25,6.5,8,,3,6.45833333333333,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,6.88888666666667,10,Fase 2 (5º e 6º ano)
,ALUNO-1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,2022,Não,4.8374985,833,134,9,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,3.66666666666667,7.5,1.83333333333333,0,5,0.5,4,6.875,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não,Não,6.2916575,2.5,Fase 6 (2º EM)
,ALUNO-1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,C,2022,Não,7.20876573063973,425,51,3,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,8.65319865319865,7.5,3.5,5,2,,4,7.03125,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não,Não,6.83333,10,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-1061,12,2,2C,Não,7.94027866666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,8.5,6.875,9,7.91666666666666,7.55554999999999,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,K,2022,Não,6.24302751282051,697,43,10,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.66666,7.25160256410256,5,4.25,5,3.5,,4,6.09375,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,Não,5.83333,10,Fase 5 (1º EM)
,ALUNO-1063,,,,,,,,,,,,,,,,,,0,S,Escola Pública,Ingressante,Quartzo,4.9,9.5,0,7.5,2.3,7.5,Não avaliado,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.5,5,Nível 1 (4o ano),-1,0,G,2021,Não,5.55224492307692,783,185,13,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,4.57371794871795,7.5,4.16666666666667,5,3.33333333333333,,2,4.375,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,6.08333,5,Fase 2 (5º e 6º ano)
,ALUNO-1064,,,,,,,,,,,,,,,,,,0,N,Escola Pública,Ingressante,Ágata,6.817,10,10,0,6.3,5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,5,Nível 2 (5o e 6o ano),-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-1065,,,,,,,,,,,,,,,,,,0,R,Escola Pública,Ingressante,Ametista,8,9.5,10,7.5,7,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,5,Nível 1 (4o ano),-1,0,L,2021,Não,7.5109878005698,304,87,8,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,9.002849002849,7.5,7,7.33333333333333,6.66666666666667,,2,5.9375,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,7.58333,5,Fase 2 (5º e 6º ano)
,ALUNO-1066,,,,,,,,,,,,,,,,,,3,M,Escola Pública,Ingressante,Ágata,6.54,6.7,4.7,7.5,5.8,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.5,10,Nível 3 (7o e 8o ano),0,4,L,2021,Não,7.21482645698363,423,34,8,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.66666,8.48942006269592,7.5,5.52222222222222,4.66666666666667,5.5,6.4,4,6.875,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,Não,6.54166,10,Fase 4 (9º ano)
Escola Pública,ALUNO-1067,9,2,0D,Não,8.312502,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.50002,10,7.5,9.5,8.125,7.5,5,1,E,Escola Pública,Veterano,Topázio,8.544,9.5,10,7.5,8.1,8.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.2,5,Nível 2 (5o e 6o ano),-1,2,J,2018,Não,7.68275305868119,239,39,2,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.00002,8.8929219600726,7.5,4.91666666666667,4.16666666666667,5.66666666666667,,3,6.04166666666667,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,Não,Não,8.33333333333333,10,Fase 2 (5º e 6º ano)
,ALUNO-1068,,,,,,,,,,,,,,,,,,6,A,Escola Pública,Ingressante,Ametista,7.501,9.2,8.6,7.5,6.8,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.2,5,Nível 7 (3o EM),-1,7,A,2021,Não,4.28916844444444,848,22,14,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,3.33333333333333,6.875,1.02222222222222,1.66666666666667,1.4,0,4,3.75,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não,Não,5.11111666666667,5,Fase 8 (Universitários)
,ALUNO-1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,C,2022,Não,6.86408863492064,533,152,2,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.00002,6.17460317460317,5,8,8,8,,2,5.625,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,7.83333,5,Fase 1 (4º ano)
Escola Pública,ALUNO-1070,10,1,0E,Não,7.633334,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.50002,10,7.5,9.5,5,5.66666,5,1,E,Escola Pública,Veterano,Ametista,7.758,9.5,9.6,7.5,5.4,8.3,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.7,5,Nível 2 (5o e 6o ano),-1,1,G,2019,Não,5.94945442105263,732,174,11,Quartzo,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,8.07017543859649,5,4.41666666666667,1.83333333333333,7,,2,4.6875,Mantido na Fase atual,Promovido de Fase,,,Não,Não,5.16667,5,Fase 3 (7º e 8º ano)
,ALUNO-1071,,,,,,,,,,,,,,,,,,2,A,Escola Pública,Ingressante,Ametista,7.194,9.5,7.1,7.5,5.7,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.6,5,Nível 3 (7o e 8o ano),-1,2,B,2021,Não,5.75026588359788,754,139,12,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,5.41798941798942,5.625,3.58333333333333,1.33333333333333,5.83333333333333,,3,6.04166666666667,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,6.66666333333333,5,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-1072,12,0,3C,Não,8.19333433333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,8.3,7.5,7.33333333333333,8.74999999999999,7.83333333333333,10,3,C,Escola Pública,Veterano,Ametista,7.033,9.2,5.3,7.5,4.6,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.2,10,Nível 3 (7o e 8o ano),0,3,B,2020,Não,5.37197833918129,797,120,12,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,3.81578947368421,7.5,4.12222222222222,5.66666666666667,1.66666666666667,5.03333333333333,4,6.09375,Promovido de Fase,Promovido de Fase,Promovido de Fase,Alocado em Fase anterior,Não,Não,4.83333,5,Fase 4 (9º ano)
,ALUNO-1073,,,,,,,,,,,,,,,,,,1,B,Escola Pública,Ingressante,Ametista,6.914,8.5,8.3,7.5,5.4,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.6,5,Nível 2 (5o e 6o ano),-1,1,D,2021,Não,5.33453951648352,798,183,13,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0,6.24908424908425,7.5,4,5.33333333333333,2.66666666666667,,3,6.45833333333333,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,6.94444666666667,5,Fase 2 (5º e 6º ano)
,ALUNO-1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,C,2022,Não,6.58194666666667,631,154,9,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.00002,6.25,7.5,5.83333333333333,8.5,3.16666666666667,,3,6.04166666666667,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,7.55555666666667,5,Fase 3 (7º e 8º ano)
Rede Decisão/União,ALUNO-1075,14,4,4A,Não,8.79611333333333,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.8,10,6.66666666666666,8.74999999999999,8.55556,10,5,A,Rede Decisão,Veterano,Ametista,7.859,7.5,7.2,7.5,6.3,7.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,9.4,10,Nível 5 (1o EM),0,5,K,2016,Sim,7.56601530497281,286,18,3,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,9.58041958041958,5.625,6.74444444444444,6.16666666666667,7.16666666666667,6.9,4,7.96875,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Não,Sim,8.4583375,5,Fase 6 (2º EM)
,ALUNO-1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,E,2022,Não,6.11621957142857,705,97,8,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,7.35714285714286,7.5,3.75,3,4.5,,4,7.03125,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não,Não,5.333325,5,Fase 4 (9º ano)
Escola Pública,ALUNO-1077,8,0,0C,Não,8.254168,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.50002,10,7.5,7.5,6.875,6.83333,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1078,11,1,1J,Não,7.804168,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.41667999999999,8,6.875,10,7.08333333333333,7.83333333333333,5,2,R,Escola Pública,Veterano,Quartzo,4.45,9,1.7,8.1,0,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.7,5,Nível 3 (7o e 8o ano),-1,2,Q,2019,Não,6.51166233053221,642,113,8,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.00002,7.6624649859944,7.5,5.58333333333333,4.66666666666667,6.5,,3,6.45833333333333,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,5.83333666666667,5,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-1079,10,1,1J,Não,6.602502,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,6.7,7.5,4.25,7.29166666666666,7.66666666666666,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,D,2022,Não,5.41157562962963,795,150,10,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.50002,6.48148148148148,7.5,0,0,0,,3,6.04166666666667,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,Não,Não,7.55555333333333,5,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-1081,16,3,5G,Não,5.2535425,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,6.7,3.125,4,6.09375,4.2916675,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,E,2022,Não,6.96201701521966,499,130,5,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.50002,8.78924174276498,5.625,6,5,7,,3,6.25,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,7.33333333333333,5,Fase 2 (5º e 6º ano)
,ALUNO-1083,,,,,,,,,,,,,,,,,,2,E,Escola Pública,Ingressante,Quartzo,3.498,0,2.9,5,0,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,5.7,5,Nível 4 (9o ano),-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1084,8,1,0D,Não,8.308336,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.00002,10,4.375,9,6.875,7.41667,10,1,F,Escola Pública,Veterano,Ametista,7.954,8,9.6,6.9,5.6,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.2,10,Nível 1 (4o ano),0,1,J,2019,Não,6.46425276328502,648,157,14,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.50002,8.93236714975845,7.5,5,5.33333333333333,4.66666666666667,,3,5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,5.88888666666667,5,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-1085,14,1,3M,Não,6.20520966666666,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,5.5,7.5,3.33333333333333,7.96875,7.375,5,4,L,Escola Pública,Ingressante,Ágata,6.234,8.8,7.5,7.5,3.9,7.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,5.5,5,Nível 5 (1o EM),-1,5,L,2019,Não,6.15777944444444,701,44,10,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,6.25,7.5,4.95555555555556,5.66666666666667,3.36666666666667,5.83333333333333,4,6.25,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,Não,Não,5.83333666666667,5,Fase 6 (2º EM)
,ALUNO-1086,,,,,,,,,,,,,,,,,,0,O,Escola Pública,Ingressante,Ametista,7.746,7.9,10,7.5,6.2,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.6,5,Nível 2 (5o e 6o ano),-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1087,11,2,2L,Não,7.63527933333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.50002,8.6,7.5,6,7.70833333333333,7.22221999999999,10,2,M,Escola Pública,Veterano,Ametista,7.329,8.5,8.8,7.5,5,8.1,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.3,5,Nível 3 (7o e 8o ano),-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1088,17,2,5L,Não,6.11694566666666,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,4.8,7.5,2.66666666666666,8.54166666666666,8.22222333333333,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1089,10,1,0B,Sim,8.900004,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,10,7.5,8.5,10,10.00001,5,1,G,Escola Pública,Veterano,Ágata,5.653,9,2.9,7.5,3.6,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,5,Nível 2 (5o e 6o ano),-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1090,10,2,1N,Não,6.611668,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.00002,4.6,7.5,8,7.08333333333333,7.16666333333333,5,1,M,Escola Pública,Veterano,Ametista,7.179,8.5,8.8,7.5,3.7,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9,5,Nível 2 (5o e 6o ano),-1,1,K,2018,Não,5.1796302962963,813,187,12,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.50002,5.48148148148148,7.5,1,2,0,,3,5.83333333333333,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,5.99999333333333,5,Fase 3 (7º e 8º ano)
,ALUNO-1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,M,2022,Não,5.51912243995511,789,147,14,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,4.86644219977553,7.5,2.25,3.16666666666667,1.33333333333333,,3,6.45833333333333,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,6.49999333333333,5,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-1092,16,1,6A,Não,5.3102075,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,4.9,7.5,2,7.96875,6.9166625,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1093,16,4,5B,Não,7.29777866666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,9.1,7.5,5.33333333333333,8.33333333333333,7.05555333333333,5,6,A,Rede Decisão,Veterano,Ametista,7.225,7.9,7.2,7.5,5.4,8,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,6.8,10,Nível 3 (7o e 8o ano),3,7,A,2016,Não,6.90158960784314,524,10,4,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.91667,7.37009803921569,7.5,4.73333333333333,3.5,5.5,5.2,4,8.28125,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,Não,8.05555666666667,5,Fase 8 (Universitários)
Escola Pública,ALUNO-1094,13,1,2D,Não,8.041252,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,9.3,7.5,8.5,7.8125,7.75,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1095,7,1,0B,Não,9.116669,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.00002,10,7.5,10,7.5,8.083335,10,1,C,Escola Pública,Veterano,Topázio,9.294,10,9.2,8.1,8.9,9.2,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.7,10,ALFA  (2o e 3o ano),1,1,C,2019,Sim,8.90278133333333,8,2,1,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.66666666666667,7.5,9.91666666666667,10,9.83333333333333,,3,6.25,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Não,Não,8.05556333333333,10,Fase 1 (4º ano)
,ALUNO-1096,,,,,,,,,,,,,,,,,,3,B,Rede Decisão,Veterano,Topázio,8.814,10,8.9,7.5,7.5,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.7,10,Nível 3 (7o e 8o ano),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
